,id,benchmark_dataset_name,origin,source_format,summary_origin,error_origin,error_type,error_categorization,model,nonfactual_spans,nonfactual_spans_category,source,summary
1274,17646549,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,,[],"                                               document  \
6971  Younger people take religion seriously ""when t...   

                                                summary        id  
6971  Rowan Williams has warned against ""downgrading...  17646549  ",the archbishop of canterbury has called on the church of england to make it easier to wear religious beliefs.
1275,38048733,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,o lea,['extrinsic'],"                                               document  \
8639  The president-elect has said Mrs Trump and Bar...   

                                                summary        id  
8639  The revelation that Melania and Barron Trump w...  38048733  ",melania trump has said he is ``excited\'\'about the decision to leave the white house in the white house.
1276,38048733,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,january,['extrinsic'],"                                               document  \
8639  The president-elect has said Mrs Trump and Bar...   

                                                summary        id  
8639  The revelation that Melania and Barron Trump w...  38048733  ","the revelation that melania and barron trump would not be joining donald in the white house in january has raised eyebrows in some quarters, and garnered praise in others."
1277,38048733,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,donald<sep>announced<sep>donald trump will be the next president of the white house,"['extrinsic', 'extrinsic', 'extrinsic']","                                               document  \
8639  The president-elect has said Mrs Trump and Bar...   

                                                summary        id  
8639  The revelation that Melania and Barron Trump w...  38048733  ",us president-elect donald trump has announced that us president donald trump will be the next president of the white house.
1278,38048733,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,daughter barron and his wife barro,['intrinsic'],"                                               document  \
8639  The president-elect has said Mrs Trump and Bar...   

                                                summary        id  
8639  The revelation that Melania and Barron Trump w...  38048733  ",donald trump\'s daughter barron and his wife barron have moved from the white house to the white house.
1279,38048733,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,"for the first time, donald trump\'s decision to move into the white house is the first woman in the united state",['intrinsic'],"                                               document  \
8639  The president-elect has said Mrs Trump and Bar...   

                                                summary        id  
8639  The revelation that Melania and Barron Trump w...  38048733  ","for the first time, donald trump\'s decision to move into the white house is the first woman in the united states."
1280,33557471,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,freedom of the book awards,['extrinsic'],"                                               document  \
9729  Hilary won the Theakstons Old Peculier Crime N...   

                                                summary        id  
9729  Author Sarah Hilary has won one of the UK's to...  33557471  ",the author of the crime novel novels has been awarded the freedom of the book awards for the year award.
1281,33557471,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,sarah<sep>one of the uk\'s to,"['extrinsic', 'extrinsic']","                                               document  \
9729  Hilary won the Theakstons Old Peculier Crime N...   

                                                summary        id  
9729  Author Sarah Hilary has won one of the UK's to...  33557471  ","author sarah hilary has won one of the uk\'s top crime-writing awards for her debut novel, someone else\'s skin."
1282,33557471,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,author hilary blackman has been named waterstones book of the year for the first time,['extrinsic'],"                                               document  \
9729  Hilary won the Theakstons Old Peculier Crime N...   

                                                summary        id  
9729  Author Sarah Hilary has won one of the UK's to...  33557471  ",author hilary blackman has been named waterstones book of the year for the first time.
1283,33557471,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,a crime novel about a person who\'s known as someone else has been named crime writer of the yea,['extrinsic'],"                                               document  \
9729  Hilary won the Theakstons Old Peculier Crime N...   

                                                summary        id  
9729  Author Sarah Hilary has won one of the UK's to...  33557471  ",a crime novel about a person who\'s known as someone else has been named crime writer of the year.
1284,33557471,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,manski,['extrinsic'],"                                               document  \
9729  Hilary won the Theakstons Old Peculier Crime N...   

                                                summary        id  
9729  Author Sarah Hilary has won one of the UK's to...  33557471  ",a crime thriller about female crime writer hilary manski has won a prestigious award for fiction.
